m101489,9403,7605,7415,3447,5475
m101490,22765,7148,5835,4169,3195
m101491,13498,2927,1357,5068,2645
m101492,18798,5553,16938,9959,10138
m101493,3572,11334,8929,9870,83226
m101494,72613,30660,56713,41746,117669
m101495,3134,4930,1019,2074,1284
m101496,6016,2342,3859,1594,944
m101497,15235,51075,1221,11655,14508
m101498,1925,10072,6977,14790,12552
m101499,1860,5378,5216,1159,1947
m101500,1088,808,3915,1498,2160
m101501,2476,3575,5264,634,488
m101502,1267,1116,466,2306,1083
m101503,620,2216,877,789,961
m101504,7537,4073,1221,4144,1690
m101505,25315,20280,6711,4141,3322
m101506,919,1160,1986,667,700
m101507,398,553,914,1008,435
m101508,29862,15982,78185,11017,35937
m101509,2926,1814,961,839,1582
m101510,1691,2043,1846,3464,5021
m101511,1530,4836,1018,385,408
m101512,1594,874,942,768,2243
m101513,3912,888,718,1077,1801
m101514,4005,3943,9322,4271,22138
m101515,5094,6223,17937,4283,6714
m101516,512,675,567,1958,350
m101517,611,6587,3954,11585,16630
m101518,1655,6218,1974,2667,1471
m101519,34528,15393,30307,29761,31313
m101520,663,1676,1128,900,2105
m101521,675,791,1960,1032,593
m101522,1388,8298,9925,6965,14002
m101523,1288,1216,488,972,468
m101524,4336,1079,2908,1293,1197
m101525,13685,16374,17759,4257,39547
m101526,15870,5484,5320,18327,9186
m101527,36752,9067,12214,6124,10350
m101528,3677,874,1357,864,1248
m101529,3497,8387,2649,5837,10697
m101530,1927,1170,712,1953,2438
m101531,1099,1054,771,1519,657
m101532,6038,2304,733,3691,773
m101533,996,1681,1885,1246,1625
m101534,6605,12376,1764,1949,30850
m101535,3409,376,1781,595,1371
m101536,13752,30572,19724,7659,78611
m101537,2784,953,5604,3512,1395
m101538,1478,3109,2840,3352,1878
m101539,8025,4307,939,757,1840
m101540,10663,13158,5712,24571,6255
m101541,2622,3683,5408,13559,10932
m101542,1576,11359,1796,3954,1583
m101543,2347,1330,509,718,477
m101544,78543,7159,36768,6570,37375
m101545,1443001,1443001,1443001,1443001,1443001
m101546,5780,14272,1300,10322,5500
m101547,3637,6980,9597,20918,20175
m101548,14525,8987,5260,754,7967
m101549,888,896,8089,5449,4778
m101550,1880,994,1868,1717,3274
m101551,1825,5496,471,2041,526
m101552,896,844,1274,1127,1232
m101553,919,463,2372,1723,15330
m101554,20291,20008,58903,32458,36150
m101555,1934,2184,536,540,715
m101556,12723,52781,52572,47444,48224
m101557,3265,3560,1093,1159,3344
m101558,2633,3716,791,1073,1202
m101559,4936,4827,1126,779,5080
m101560,9814,26739,9580,7826,102329
m101561,87835,29415,31834,48169,87453
m101562,13133,12316,3898,5006,23693
m101563,2051,2447,909,1555,388
m101564,1982,1198,814,757,1003
m101565,19661,28216,32972,57844,13416
m101566,60701,105615,184169,59127,46686
m101567,13483,4402,4580,6755,3937
m101568,3859,10508,731,1039,4503
m101569,4871,5382,858,1510,2951
m101570,79412,48335,178620,135726,166459
m101571,9035,6145,1887,2856,6427
m101572,48191,38040,47649,36054,37311
m101573,2821,2312,914,1055,692
m101574,7242,12404,1241,4076,12549
m101575,1288,963,901,836,1298
m101576,8665,1149,2484,1560,8770
m101577,4792,11335,20504,13701,39369
m101578,15834,12886,9651,16394,4504
m101579,25533,22179,40650,31535,10524
m101580,7004,5148,7422,5065,28205
m101581,33822,5847,8448,5265,3379
m101582,414,808,599,793,537
m101583,4735,5466,11845,19110,8529
m101584,3206,11226,14346,8852,25487
m101585,85706,103486,76158,35677,39556
m101586,8297,5994,5625,5036,11886
m101587,3056,3288,3357,1047,906
m101588,2334,388,1727,969,1698
m101589,3614,9882,10777,23613,4923
m101590,1443001,1443001,1443001,1443001,1443001
m101591,77832,22095,59877,24884,36260
m101592,86479,64096,21958,26233,67222
m101593,27232,58769,38986,83711,118714
m101594,2765,2275,1389,1440,3602
m101595,4731,6856,10561,4162,4210
m101596,4487,1556,2208,2935,831
m101597,7391,3976,4382,1325,1343
m101598,17807,5985,9216,4097,2383
m101599,42483,27851,10771,45309,9703
m101600,14099,8441,1221,625,4462
m101601,4405,2788,2929,1781,2745
m101602,22167,5784,36989,7211,10425
m101603,26937,15304,18235,52600,2768
m101604,44959,10972,35036,66990,38581
m101605,4468,1165,1695,789,742
m101606,64390,36808,52572,56483,71826
m101607,2243,1006,1015,1616,837
m101608,99955,14155,18437,42385,31707
m101609,33784,17899,18292,34054,105932
m101610,26605,11015,3356,5496,6050
m101611,5562,13110,2646,4944,16617
m101612,20531,34756,73733,62479,51496
m101613,1155,3491,6539,2018,1947
m101614,1961,11111,6029,3539,3588
m101615,16943,5531,4449,12127,2061
m101616,2496,1690,564,680,2357
m101617,6352,3302,1373,3531,4433
m101618,2898,963,3069,660,1409
m101619,2934,11718,769,7324,4470
m101620,2253,660,3010,831,1357
m101621,27960,18970,65545,41066,26277
m101622,7419,2614,3997,3256,11458
m101623,17160,38166,7635,3856,9188
m101624,4559,6273,2160,2654,1293
m101625,25594,37507,16076,10287,2987
m101626,919,446,663,3917,381
m101627,4508,4792,697,747,559
m101628,1162,705,318,1482,720
m101629,13753,37492,19569,36206,30046
m101630,4574,2117,851,581,943
m101631,6605,9392,631,1168,3005
m101632,2208,9784,5844,1119,1820
m101633,9551,2735,2815,5903,7923
m101634,483,2252,343,1457,521
m101635,3025,8075,5789,8706,10782
m101636,12596,10003,10252,5011,6297
m101637,4475,1054,567,1513,364
m101638,98251,15165,56026,36484,20829
m101639,7501,2719,3599,12571,32215
m101640,9444,6771,834,6906,3380
m101641,1644,7857,1483,1994,558
m101642,338,456,601,955,811
m101643,798,833,632,680,2086
m101644,1790,1582,567,538,663
m101645,2176,3406,790,1117,745
m101646,525,975,1015,4178,1425
m101647,3244,5066,2726,2849,11194
m101648,60676,74377,21274,57503,35907
m101649,73469,116175,28210,66185,50919
m101650,32630,17552,60747,52633,97184
m101651,3884,7975,1221,8703,7190
m101652,24436,40244,23780,33905,26003
m101653,11935,3508,5250,1972,1734
m101654,3122,3432,2599,2584,3306
m101655,3059,1682,2115,581,1155
m101656,9388,3743,1370,1466,1751
m101657,755,806,717,677,705
m101658,14741,17678,11139,7095,5172
m101659,7628,5227,3953,5299,29904
m101660,15627,7333,3352,3063,9346
m101661,17587,17263,7884,10680,13473
m101662,4454,3584,14645,17892,28834
m101663,1685,933,769,3287,775
m101664,1015,767,3259,2131,927
m101665,21662,20673,10251,37276,14867
m101666,14632,23942,3965,6287,3037
m101667,393,899,608,902,669
m101668,4325,1319,1191,732,1403
m101669,1039,4159,929,1594,780
m101670,537,2473,1377,3475,1480
m101671,2501,3576,4681,3174,4689
m101672,5922,907,1216,3176,2059
m101673,19424,46866,9263,11897,3877
m101674,5447,705,563,2280,940
m101675,7319,31201,35245,22162,28370
m101676,5822,1337,769,825,828
m101677,29058,4035,5567,10728,4955
m101678,23959,50796,11940,43865,35450
m101679,93507,106703,96843,83853,20293
m101680,9774,47486,6680,42275,48755
m101681,12872,9296,40277,4576,18473
m101682,16528,6934,21611,7588,15587
m101683,6761,3381,572,1492,1765
m101684,20318,8195,15984,10177,4317
m101685,3587,5114,3722,2062,1921
m101686,5678,14459,29107,1220,5572
m101687,20932,4196,6089,1814,7086
m101688,997,833,564,1817,547
m101689,17941,13393,9755,21007,2868
m101690,51555,28522,5127,13362,24003
m101691,6945,3388,2766,2143,2152
m101692,48472,25659,20337,10086,43163
m101693,398,791,1670,1568,1054
m101694,1044,1486,1344,2157,3663
m101695,11936,3655,1850,6149,2306
m101696,722,1412,3715,1544,1249
m101697,16764,15747,19334,5988,8538
m101698,17864,10023,5220,4770,22457
m101699,20215,32648,17921,12961,18808
m101700,71530,111859,31387,142877,143224
m101701,1233,1238,1364,1483,1397
m101702,69732,111010,42416,190353,158975
m101703,1155,2088,4509,4111,1270
m101704,4879,2488,4612,7130,1522
m101705,70713,24346,79944,55356,30507
m101706,2784,899,338,732,1105
m101707,54734,9034,69443,5360,30611
m101708,9828,6388,7692,9147,4226
m101709,4963,13154,4428,13395,19769
m101710,7271,7924,24935,14672,8620
m101711,6311,3689,6456,11891,9600
m101712,10220,23351,5339,6867,5928
m101713,6127,30019,5700,7553,24539
m101714,32718,9665,30307,18649,5429
m101715,2575,17598,2187,7715,13302
m101716,951,2685,999,1314,1570
m101717,56969,65732,71827,75592,33002
m101718,5020,1248,2263,6097,4778
m101719,2826,2382,2102,4998,2703
m101720,2909,3622,1471,477,1197
m101721,13599,7643,42383,27936,6413
m101722,1110,836,572,441,668
m101723,79085,68327,37713,101035,26879
m101724,56694,25625,124888,97314,21086
m101725,15039,12078,6461,1697,12675
m101726,2526,697,5408,463,3162
m101727,64868,29022,60639,97401,30023
m101728,2496,4548,834,784,558
m101729,5094,2301,1963,1867,1733
m101730,5126,4767,14525,4051,9853
m101731,1771,2729,611,968,1682
m101732,13647,25393,25302,18372,37649
m101733,25533,22179,40650,31535,10524
m101734,25236,9973,3903,13515,15426
m101735,7441,10431,3592,16000,1267
m101736,7818,4573,21293,2399,18795
m101737,5899,1016,1215,1289,2053
m101738,5562,16194,3547,11134,35428
m101739,62109,13658,54512,18503,21798
m101740,2498,3485,653,1304,1198
m101741,828,4264,2335,1271,418
m101742,500,4517,3190,2157,1341
m101743,28069,6393,11082,8576,24339
m101744,18253,29859,21426,14493,24910
m101745,3571,830,701,515,1299
m101746,16592,17339,7975,1958,15330
m101747,15643,15862,13783,10028,89753
m101748,17147,20435,10675,15408,6365
m101749,333,705,935,1660,771
m101750,2517,31194,18268,32229,45209
m101751,64073,37231,21264,47718,27685
m101752,974,994,769,2530,343
m101753,37920,44630,62161,96822,127933
m101754,17017,6393,37661,4744,26243
m101755,557,1681,2668,2760,2203
m101756,1150,1483,641,2171,1388
m101757,512,1275,1514,3132,3479
m101758,2300,7788,75175,19489,8695
m101759,18753,3771,10919,9504,4344
m101760,4194,7354,1445,3361,1493
m101761,700,2764,4920,4831,3367
m101762,6962,11886,5006,7892,33482
m101763,13498,12004,769,4200,2641
m101764,2838,2874,1010,3089,1010
m101765,557,771,456,1143,747
m101766,98148,140063,68982,148075,108981
m101767,36190,82535,29960,24333,26505
m101768,80417,42583,142808,70413,54899
m101769,6311,2384,5736,10262,3836
m101770,41788,23928,18501,46572,11045
m101771,3301,2236,717,634,488
m101772,6188,3689,6254,11142,7452
m101773,10775,9224,16151,3704,2408
m101774,7849,6011,5490,1517,1611
m101775,4339,1672,1718,1369,1200
m101776,72858,30660,71728,84118,124146
m101777,4720,15305,19021,31106,14737
m101778,6967,11422,12499,1650,20970
m101779,1664,1803,696,1658,1578
m101780,2805,1468,746,2099,1030
m101781,2117,4478,1093,972,1179
m101782,11606,28714,6174,4043,23061
m101783,34326,85509,21103,33658,24071
m101784,1168,2492,600,859,633
m101785,1443001,1443001,1443001,1443001,1443001
m101786,3424,619,1465,920,1892
m101787,2022,4747,471,592,488
m101788,8386,6576,7554,3065,8428
m101789,10889,13711,6735,3407,3769
m101790,54539,38713,13268,8425,29990
m101791,2195,2088,9631,1766,2562
m101792,8302,19253,18876,30352,52902
m101793,2313,444,2111,2371,1228
m101794,62047,17116,118418,17848,77914
m101795,22347,8212,17982,37696,5310
m101796,4643,2446,6825,1201,2136
m101797,1216,871,602,616,1172
m101798,11361,2792,4009,8159,24626
m101799,8790,3237,3197,8091,3668
m101800,1763,9494,7285,4786,2349
m101801,13289,4573,4274,2891,8929
m101802,1137,980,685,674,505
m101803,41015,24614,48361,9205,36032
m101804,40809,34574,31619,1094,8664
m101805,6300,2184,1221,1555,1028
m101806,17493,9030,12120,43834,47440
m101807,2838,4093,10371,3502,2793
m101808,2765,2470,2394,1127,905
m101809,65855,30088,70215,40691,126051
m101810,8400,12102,7476,2689,21904
m101811,4189,7406,8101,1765,3211
m101812,11316,7038,15340,14633,5194
m101813,8542,29975,21502,17729,24925
m101814,1755,5436,552,2578,675
m101815,7599,52472,9828,7133,29199
m101816,19832,24403,17147,12534,36952
m101817,1841,675,483,547,446
m101818,999,799,355,654,580
m101819,1552,483,355,1296,1275
m101820,8179,5759,4365,1719,4009
m101821,14166,2547,12933,7837,7934
m101822,4781,10881,4117,2344,86487
m101823,2205,889,803,892,926
m101824,2638,1857,45153,4722,1697
m101825,483,897,896,726,595
m101826,14570,35210,45681,32481,25924
m101827,7706,10161,3910,3680,16131
m101828,4939,885,601,1834,2025
m101829,17740,3162,10369,2579,2098
m101830,10601,3805,1509,1329,6489
m101831,4370,3278,7898,6040,2363
m101832,3134,1377,572,851,1248
m101833,2912,3935,5882,15980,15759
m101834,9883,12410,3856,3144,1921
m101835,793,590,1587,1659,978
m101836,36110,26341,11301,45268,8184
m101837,2859,2241,978,6616,2357
m101838,2721,4051,540,705,313
m101839,16147,4358,7502,7717,9775
m101840,10231,25922,43767,7995,9017
m101841,1862,585,1080,424,765
m101842,16242,37461,5599,3062,2562
m101843,8835,343,2869,9829,2161
m101844,2372,2951,714,2061,1092
m101845,14816,36933,45480,8352,9419
m101846,306,3277,6625,1900,2685
m101847,11473,4602,7851,745,2044
m101848,12172,3961,691,2855,2513
m101849,4739,5762,2490,1981,1022
m101850,4952,9360,4596,11640,2458
m101851,4657,2446,5211,2415,2793
m101852,7831,4269,5760,1271,563
m101853,301,1011,735,933,1099
m101854,2205,1086,803,676,926
m101855,951,1831,418,1399,674
m101856,3882,17545,5135,7832,3204
m101857,4409,2535,5284,9544,6127
m101858,36243,62300,122172,128934,172767
m101859,9498,6202,14817,3076,3473
m101860,16243,9269,4418,2266,2681
m101861,7412,31819,10322,27366,6956
m101862,2915,4245,3679,4394,1450
m101863,1462,902,872,2157,558
m101864,2326,7870,499,725,2833
m101865,1292,2199,700,835,526
m101866,18418,6925,5498,8706,10918
m101867,1443001,1443001,1443001,1443001,1443001
m101868,2176,343,701,740,1257
m101869,967,799,500,596,564
m101870,25552,30338,72133,32775,10524
m101871,960,862,572,1513,1032
m101872,27391,49176,10911,10820,3294
m101873,617,796,9148,2922,2958
m101874,3064,4077,3724,2157,5976
m101875,4096,5072,2646,4159,3590
m101876,14983,4726,36950,2275,8068
m101877,5860,2977,5505,5777,8182
m101878,9205,1224,1321,5244,1591
m101879,4403,4314,359,1073,1040
m101880,5701,3485,8002,3463,2868
m101881,29607,5055,21122,8610,29564
m101882,16511,12014,16680,6981,19032
m101883,67817,37411,72354,117710,30099
m101884,20616,7950,5052,2807,2060
m101885,12393,23944,7036,71729,22911
m101886,5335,5830,1428,2117,3501
m101887,5040,29974,4809,11328,14650
m101888,458,740,5748,1241,3161
m101889,19688,10759,13246,3623,4905
m101890,2915,5538,1915,5788,5151
m101891,9494,1496,2846,10580,4138
m101892,5221,6829,1581,1859,343
m101893,14687,18124,12961,1809,6456
m101894,30820,18445,1918,3112,9855
m101895,3337,6039,769,842,4203
m101896,9632,10201,1324,5269,5972
m101897,34568,15484,16446,1094,8664
m101898,1443001,1443001,1443001,1443001,1443001
m101899,41825,6722,10073,1336,1519
m101900,17381,30144,26066,13293,18896
m101901,2614,673,572,1527,348
m101902,20737,15329,25487,13004,10606
m101903,36243,62300,122172,128934,172767
m101904,8494,5939,1221,584,558
m101905,2290,1164,3010,934,1357
m101906,1403,7538,2248,4607,1966
m101907,7218,13642,11766,31799,11921
m101908,488,4515,3304,6156,8789
m101909,1495,1191,656,521,338
m101910,3822,5774,4990,1477,3985
m101911,2737,12411,7231,19762,6519
m101912,16425,22008,12551,13467,4661
m101913,43649,21953,7361,29149,40632
m101914,2635,4504,3023,2687,984
m101915,6444,3500,4517,1546,4277
m101916,12510,4367,3021,2566,1327
m101917,6519,6918,3193,2699,7056
m101918,58298,36994,23844,82443,31653
m101919,8198,8114,9597,21122,33207
m101920,13955,14374,29466,16597,25356
m101921,2802,2319,3857,1231,2575
m101922,27990,1754,12738,3819,3631
m101923,8555,3275,1058,3272,666
m101924,8663,1962,2696,8738,11016
m101925,20258,52681,95409,23216,120838
m101926,3945,4051,3183,9357,2060
m101927,500,2265,572,2702,993
m101928,14532,8168,21366,9570,6971
m101929,7066,3635,1058,2001,910
m101930,4163,4225,4459,3863,6642
m101931,755,1175,861,2018,1031
m101932,1055,1297,902,1159,780
m101933,30769,3646,15615,7471,19511
m101934,4185,4853,21842,6789,4932
m101935,20667,15928,9619,36198,7219
m101936,27008,8887,12637,6241,26491
m101937,16360,3263,2631,5229,4250
m101938,767,5527,1889,1224,763
m101939,3310,2982,419,609,767
m101940,10449,24311,30435,12451,16720
m101941,512,1939,535,560,620
m101942,2243,4789,3321,3136,4540
m101943,20580,15402,1221,9118,21703
m101944,8541,29470,59222,22673,30053
m101945,21110,4479,84997,4271,33548
m101946,23418,18719,10252,7619,5202
m101947,2936,18516,59045,9496,13784
m101948,29894,8307,13258,6640,14467
m101949,2870,23387,3009,3692,8582
m101950,1481,9948,683,2269,1281
m101951,34587,13884,15224,60403,20186
m101952,74291,86551,48279,51630,31203
m101953,75651,34656,15701,37814,38035
m101954,1443001,1443001,1443001,1443001,1443001
m101955,3590,3990,1283,6671,769
m101956,2949,640,3013,1839,1789
m101957,7005,5729,601,2042,1392
m101958,1443001,1443001,1443001,1443001,1443001
m101959,24991,7947,3398,2834,2545
m101960,828,967,1138,860,700
m101961,847,1177,471,605,853
m101962,770,11805,18618,5382,9627
m101963,13513,9225,9281,21439,22662
m101964,14541,7238,2787,5961,1510
m101965,6809,13478,1015,15426,11546
m101966,7811,1182,3969,5579,7783
m101967,3626,4009,902,1910,1183
m101968,523,1440,3414,2981,647
m101969,42950,12844,24316,18791,24572
m101970,5526,5491,3780,3564,1032
m101971,6958,6467,4934,2157,2213
m101972,1659,771,599,1465,710
m101973,931,963,716,1126,604
m101974,36135,19199,17386,36891,37165
m101975,3667,10613,40119,15089,16615
m101976,18565,6632,1918,2265,5669
m101977,1275,700,1351,1498,710
m101978,4846,3032,2862,1959,3720
m101979,56524,88214,29559,75885,26077
m101980,4773,9348,764,3357,17084
m101981,793,607,998,832,343
m101982,7831,4269,6270,4872,2320
m101983,22945,5405,4305,8475,11051
m101984,2950,2369,1042,1235,1235
m101985,79412,48335,178620,135726,166459
m101986,5573,1886,1609,5664,1938
m101987,6648,3889,3756,1564,2045
m101988,5762,2318,914,4659,2471
m101989,6973,3414,2462,3861,1283
m101990,3651,5481,3035,13395,27394
m101991,1443001,1443001,1443001,1443001,1443001
m101992,52544,4730,5786,5937,1878
m101993,17665,7328,15917,1958,2024
m101994,7497,8249,7134,1725,3562
m101995,4390,1073,2515,705,1229
m101996,15627,30208,3352,9822,18719
m101997,6133,670,3166,3005,3664
m101998,11143,13538,3841,26723,13662
m101999,2338,5157,717,2606,8548
m102000,12755,5796,1849,5013,8383
m102001,306,928,1578,2099,1617
m102002,41031,35700,123901,34725,31713
m102003,5044,4631,833,1228,520
m102004,2819,6066,487,2471,905
m102005,2385,1227,2357,781,680
m102006,1803,845,415,402,1057
m102007,1833,978,439,1771,1162
m102008,3411,2339,1895,976,4437
m102009,36037,8579,11430,50569,8850
m102010,616,1223,4625,2414,1416
m102011,1309,8746,1873,675,1283
m102012,19509,52622,18787,20403,22198
m102013,11240,4190,6597,6304,8892
m102014,755,2421,439,584,668
m102015,8407,1109,3448,8503,22071
m102016,2250,989,1075,1146,599
m102017,2376,1660,564,856,1019
m102018,17790,30821,8289,14914,31072
m102019,10819,4323,3843,6865,5592
m102020,29226,18355,8343,4091,25263
m102021,6095,3582,3900,7731,13176
m102022,3296,2674,444,842,313
m102023,2042,586,867,639,1160
m102024,1463,829,601,760,1006
m102025,30657,46255,108029,27036,11851
m102026,41031,35700,123901,34725,31713
m102027,160532,136671,28734,150398,66157
m102028,8334,5108,1630,3004,2517
m102029,1967,2793,466,747,306
m102030,13530,9357,769,1658,5617
m102031,350,2426,878,3846,1281
m102032,5200,2748,1594,789,653
m102033,13328,27363,17382,14831,25296
m102034,180369,126132,85311,136447,41232
m102035,17296,64124,15408,25344,20798
m102036,7729,2352,2829,7631,2475
m102037,13526,5638,13744,4115,4054
m102038,18027,9170,17120,16555,25375
m102039,1250,5709,3481,903,2670
m102040,2646,2093,444,842,1313
m102041,64547,81267,30273,91808,132209
m102042,54012,82521,27935,115895,103691
m102043,2741,6281,10528,1647,4264
m102044,2228,920,1714,852,1013
m102045,10883,5750,26899,2425,8568
m102046,4805,29716,6629,24242,3530
m102047,42817,66974,73112,97579,13922
m102048,3595,6843,10023,25749,1393
m102049,7018,19337,4128,12389,14071
m102050,1866,346,1100,651,405
m102051,13152,13406,17876,13506,38558
m102052,27273,4527,2423,2828,9437
m102053,5738,8103,5571,17758,13931
m102054,17139,30785,8201,35127,12841
m102055,7669,6259,7953,9620,18271
m102056,93507,106703,96843,83853,20293
m102057,1004,1045,343,1014,323
m102058,9234,4730,1221,4048,2092
m102059,27956,16348,22839,5274,4647
m102060,2850,1681,5562,5416,4544
m102061,17669,15438,8731,5453,1607
m102062,11743,12108,1735,4967,1477
m102063,4152,8718,2522,1527,743
m102064,3677,4685,896,1117,3344
m102065,5179,8998,11313,19909,3922
m102066,1923,693,2010,1051,722
m102067,69732,111010,42416,190353,158975
m102068,919,9360,4797,1524,18670
m102069,4017,3169,7820,3076,2517
m102070,47955,30461,65739,39441,23354
m102071,29560,7272,21670,27619,12646
m102072,9689,29578,2661,3511,8455
m102073,3539,6850,7837,5164,4058
m102074,2200,6027,1258,3456,1410
m102075,14940,12851,23320,29073,9762
m102076,1495,1610,834,2018,1279
m102077,23589,13496,15586,10889,10256
m102078,22126,62517,29559,30866,9069
m102079,13990,6441,8759,14073,13922
m102080,71530,111859,31387,142877,143224
m102081,47922,9686,13510,6124,10350
m102082,2977,10510,46012,11526,29690
m102083,3505,2022,439,680,306
m102084,7925,15361,2890,3852,23608
m102085,1383,1893,5655,2328,2594
m102086,1830,1395,471,1328,488
m102087,4081,6976,570,943,1415
m102088,4063,1909,2661,8099,10253
m102089,2407,2392,23279,13664,4351
m102090,7925,2294,1216,929,1080
m102091,2383,540,590,722,301
m102092,12113,4501,4734,8117,8692
m102093,5495,1525,2556,1192,2018
m102094,15869,47816,19733,29974,18411
m102095,10597,6395,9180,3320,6044
m102096,11227,39903,11518,58157,45460
m102097,338,757,966,643,1156
m102098,17276,33298,54218,29139,40370
m102099,3298,22593,17303,42748,9836
m102100,54110,13000,17613,32963,36973
m102101,6836,1332,5314,8676,2498
m102102,17641,7528,9128,1871,8043
m102103,15079,8818,21003,4273,8153
m102104,8491,15868,39307,9447,110339
m102105,127080,99546,26969,80005,24965
m102106,15741,51230,2486,18271,35769
m102107,22460,26164,64236,20973,66088
m102108,16666,41486,19613,19733,19871
m102109,184548,174635,99027,173494,58490
m102110,994,1039,848,933,780
m102111,17459,58730,4971,18529,5869
m102112,2518,1672,1010,1663,823
m102113,14873,22590,59749,8789,18064
m102114,17815,76104,28014,18850,63227
m102115,6606,11795,2232,3577,4284
m102116,42998,68686,86343,51924,16546
m102117,755,1009,488,318,608
m102118,415,1186,1930,1610,3110
m102119,3567,781,611,875,1197
m102120,2782,1281,2522,1527,348
m102121,2726,1143,536,415,553
m102122,6277,3639,6680,3505,8623
m102123,8377,8692,2372,9889,9515
m102124,27613,50061,14359,38158,12950
m102125,1200,2015,5698,4909,2238
m102126,5975,1887,3434,2445,1162
m102127,119178,203859,109647,46194,55614
m102128,17363,24071,4457,17193,27119
m102129,3581,36498,12419,12405,8348
m102130,4416,1433,5685,789,2602
m102131,60316,49036,13830,9509,4954
m102132,5993,1697,509,2371,6620
m102133,29108,10631,22047,1466,5837
m102134,16237,7800,10140,8035,6610
m102135,27842,55995,14137,55487,8460
m102136,58298,36994,23844,82443,31653
m102137,236763,132311,102986,86822,142215
m102138,16159,27254,6160,5200,14090
m102139,39038,14545,26063,25476,34900
m102140,6265,3165,3097,1706,1016
m102141,1443001,1443001,1443001,1443001,1443001
m102142,78543,7159,36768,6570,37375
m102143,6507,5848,2150,4004,1170
m102144,64547,81267,30273,91808,132209
m102145,63934,23557,14816,7773,9079
m102146,2347,3015,1903,3686,1231
m102147,4003,5235,845,835,993
m102148,11214,2777,1266,1894,2674
m102149,20735,10986,16916,17421,7015
m102150,16260,8592,3477,11210,9771
m102151,3407,1660,471,480,446
m102152,14292,71360,93619,14185,48934
m102153,20908,27135,9269,11049,11313
m102154,1895,1997,509,738,1366
m102155,19233,94906,34801,21645,22607
m102156,919,5761,4187,3581,1528
m102157,79412,48335,178620,135726,166459
m102158,2975,8447,2662,9113,4234
m102159,2679,4492,2001,1037,1857
m102160,2814,2129,444,1052,856
m102161,19663,10398,17365,7557,31338
m102162,3884,1235,3192,825,1532
m102163,9638,46861,60063,18419,28909
m102164,4564,6556,1577,3646,1065
m102165,9085,1638,2925,6181,1894
m102166,1493,5443,4349,3578,1233
m102167,11762,2016,7823,5389,8726
m102168,27625,14893,43109,40800,27978
m102169,5377,12883,28195,14497,14487
m102170,8395,19149,5684,3729,37876
m102171,48032,7606,7973,4339,12736
m102172,458,740,4615,3529,610
m102173,17829,23685,21546,7169,14419
m102174,2476,2284,540,972,493
m102175,16851,17939,48249,13457,110884
m102176,1417,998,808,702,376
m102177,3500,24561,11215,16431,15682
m102178,29455,4932,17613,7309,9525
m102179,9430,25005,5197,30448,10690
m102180,5257,4976,9545,4545,12037
m102181,3467,1716,992,505,727
m102182,1443001,1443001,1443001,1443001,1443001
m102183,47474,11798,9103,4339,16458
m102184,12507,36824,5526,3597,5434
m102185,6299,591,1359,4096,1447
m102186,180369,126132,85311,136447,41232
m102187,14804,9617,5498,8188,11430
m102188,10243,29597,1130,793,1238
m102189,5174,8043,1432,3011,9212
m102190,5195,8988,7084,18757,6956
m102191,11137,6812,856,1416,1640
m102192,23942,26109,17223,18816,12245
m102193,515,4868,929,1365,849
m102194,8541,12786,8596,3248,7159
m102195,1910,2130,1839,419,1373
m102196,58612,14203,38991,24057,43998
m102197,6182,27405,35450,16121,9323
m102198,106095,59459,92344,165042,172629
m102199,35117,13941,22899,32543,18520
m102200,70329,14299,37962,50325,24845
m102201,5085,2384,1015,1069,1627
m102202,8307,12569,7320,14333,1300
m102203,1659,1933,683,2220,1011
m102204,8632,15745,2720,6857,3572
m102205,34326,85208,21103,4471,15557
m102206,2915,5496,9898,3286,8076
m102207,1309,2317,567,2213,1162
m102208,59593,11305,49264,27870,16795
m102209,27017,4651,4775,3620,1425
m102210,35821,14507,21821,92773,13895
m102211,19902,11082,9084,4206,18904
m102212,16623,20392,18206,16554,2987
m102213,106095,59459,92344,165042,172629
m102214,8058,9110,5143,18034,22934
m102215,27112,24617,7118,6430,11509
m102216,11113,14134,8407,3764,12230
m102217,14777,11709,20657,19598,11391
m102218,1443001,1443001,1443001,1443001,1443001
m102219,11420,11100,7762,4073,3137
m102220,11939,29772,1278,10985,10893
m102221,38456,8572,39777,5637,26142
m102222,9502,6641,8126,20053,4652
m102223,115061,27808,15353,37399,9887
m102224,33843,16882,9627,6708,2731
m102225,17005,7336,13902,6371,4746
m102226,6400,2246,1686,3006,1632
m102227,3801,8571,444,842,4203
m102228,3022,859,471,540,940
m102229,866,7356,22078,5958,28517
m102230,1002,959,914,2793,1089
m102231,21367,55358,50923,26303,53816
m102232,3971,2232,338,1295,521
m102233,5399,1971,730,842,1565
m102234,2838,969,801,914,381
m102235,1040,1976,3122,4092,2092
m102236,113889,40487,75640,62906,24410
m102237,6275,17768,17240,12372,9160
m102238,1443001,1443001,1443001,1443001,1443001
m102239,1321,668,466,606,943
m102240,7066,1614,5143,16175,9798
m102241,2034,3364,675,634,405
m102242,30820,5507,14864,7412,13510
m102243,7218,4217,3441,6949,10741
m102244,15540,1141,3081,9913,2331
m102245,74169,18772,76758,77927,9105
m102246,3970,13040,9436,5985,2965
m102247,18215,6017,1060,6503,2723
m102248,92221,19103,88753,34663,123515
m102249,38570,7643,22899,29850,12901
